study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
CHASM-CS,Cardiac Sarcoidosis,Methotrexate + prednisone,Prednisone alone,32,31,8,15,0.25,0.4838709677419355,0.5166666666666666,-0.6603573577369546,0.3579924610247227,2020,54.0,52.0,6.0,"Cardiac Sarcoidosis Methotrexate trial. Methotrexate addition allowed lower prednisone dose (12mg vs 22mg, p<0.001), similar clinical outcomes, fewer steroid side effects. Steroid-sparing strategy. Methotrexate as steroid-sparing agent in cardiac sarcoidosis."
Infliximab Cardiac Sarc,Cardiac Sarcoidosis,Infliximab (TNF-α inhibitor),Conventional immunosuppression,18,19,4,7,0.2222222222222222,0.3684210526315789,0.6031746031746031,-0.505548566665147,0.5335447575922931,2016,49.0,47.0,12.0,"Refractory cardiac sarcoidosis. Infliximab improved LVEF (+6.3% vs -1.2%, p=0.03), reduced PET inflammation. Option for steroid-refractory cases. TNF-α drives granuloma formation. Small pilot study."
GRIPHON,Pulmonary Hypertension,Selexipag (oral prostacyclin),Placebo,574,582,155,242,0.2700348432055749,0.415807560137457,0.6494226394448124,-0.4316715578255684,0.0844006574086931,2015,48.0,21.0,63.0,"Prostacyclin Receptor Agonist In Pulmonary Arterial Hypertension. Primary endpoint (death/PAH complication) reduced 40% (HR 0.60, p<0.001). First oral prostacyclin pathway drug. Actelion trial."
AMBITION,Pulmonary Hypertension,Ambrisentan + tadalafil upfront combination,Ambrisentan or tadalafil monotherapy,253,247,36,56,0.1422924901185771,0.2267206477732793,0.6276115189158668,-0.4658339043785822,0.1939942485462101,2015,54.0,32.0,90.0,"Initial Use of Ambrisentan plus Tadalafil in PAH. Upfront combination reduced clinical failure 50% (HR 0.50, p<0.001). First trial proving upfront combination superior to monotherapy. Changed treatment paradigm."
SERAPHIN,Pulmonary Hypertension,Macitentan 10mg daily (ERA),Placebo,242,250,76,116,0.3140495867768595,0.464,0.676831005984611,-0.3903336591144735,0.1168176056382591,2013,46.0,23.0,100.0,"Study with an Endothelin Receptor Antagonist in PAH. Macitentan reduced morbidity/mortality 45% (HR 0.55, p<0.001). Endothelin pathway. FDA approved. Actelion's follow-on to bosentan."
PATENT-1,Pulmonary Hypertension,Riociguat (sGC stimulator),Placebo,254,126,32,28,0.1259842519685039,0.2222222222222222,0.5669291338582677,-0.567520967442536,0.234714230296678,2013,50.0,27.0,3.0,Riociguat for PAH. Improved 6MWD +36m (p<0.001). First soluble guanylate cyclase stimulator. Works via NO-independent pathway. Bayer trial. Also approved for CTEPH.
BREATHE-1,Pulmonary Hypertension,Bosentan 125mg bid (ERA),Placebo,144,69,14,18,0.0972222222222222,0.2608695652173913,0.3726851851851852,-0.9870212232596474,0.3248798684383108,2002,49.0,28.0,4.0,"Bosentan Randomized trial of Endothelin Antagonist THErapy. FIRST oral endothelin receptor antagonist. Improved 6MWD +44m, clinical worsening reduced. Launched endothelin pathway targeting."
SUPER-1,Pulmonary Hypertension,Sildenafil 20mg tid,Placebo,207,70,15,12,0.072463768115942,0.1714285714285714,0.4227053140096618,-0.8610799999018004,0.3617780643431682,2005,50.0,24.0,3.0,Sildenafil Use in Pulmonary Arterial Hypertension. PDE5 inhibitor. Improved 6MWD +45m (p<0.001). Repurposed erectile dysfunction drug. First PDE5i approved for PAH. Pfizer REVATIO.
AIR,Pulmonary Hypertension,Iloprost inhaled,Placebo,101,102,22,38,0.2178217821782178,0.3725490196078431,0.5846795205836373,-0.5366914099250584,0.2281784899165395,2002,52.0,29.0,3.0,"Aerosolized Iloprost Randomized. Inhaled prostacyclin analog. Improved 6MWD +36m, NYHA class. Alternative to IV epoprostenol (which requires continuous infusion). Schering trial."
FREEDOM-EV,Pulmonary Hypertension,Treprostinil extended-release tablet,Placebo,161,169,48,72,0.2981366459627329,0.4260355029585799,0.6997929606625258,-0.356970758169554,0.1503126153544173,2023,52.0,24.0,24.0,"Oral treprostinil in PAH. Clinical worsening reduced 32% (HR 0.68, p=0.04). Oral prostacyclin option - better than continuous IV. United Therapeutics."
WHI HRT,Women's CV Health,Estrogen + progestin HRT,Placebo,8506,8102,286,221,0.033623324711968,0.0272772155023451,1.2326523837844567,0.2091682572511568,0.0882065756472942,2002,63.0,0.0,64.0,"Women's Health Initiative Hormone Replacement Therapy. STOPPED EARLY for harm. CHD increased 29% (HR 1.29), stroke increased 41%, breast cancer increased. Overturned decades of HRT use for 'cardioprotection'. Paradigm shift."
HERS,Women's CV Health,Estrogen + progestin,Placebo,1380,1383,172,176,0.1246376811594203,0.1272595806218366,0.979397233201581,-0.0208179647111909,0.1002400528234255,1998,67.0,0.0,50.0,"Heart and Estrogen/progestin Replacement Study. Postmenopausal women with CHD. No CV benefit (HR 0.99). Early harm in year 1 (more events), later trend to benefit. First RCT to challenge HRT dogma."
Women's Aspirin Study,Women's CV Health,Aspirin 100mg every other day,Placebo,19934,19942,477,522,0.0239289655864352,0.0261759101394042,0.9141598308902136,-0.0897498531329608,0.0625446552707339,2005,55.0,0.0,120.0,"Primary prevention in healthy women ≥45yo. MI: NO benefit (HR 1.02). Stroke reduced 17% (HR 0.83, p=0.04). Different from men (where MI benefit). Sex differences in aspirin response."
WISE,Women's CV Health,Intensive medical therapy,Standard care,324,312,54,68,0.1666666666666666,0.2179487179487179,0.7647058823529411,-0.2682639865946794,0.1641123179814515,2006,58.0,0.0,60.0,Women's Ischemia Syndrome Evaluation. Women with chest pain but no obstructive CAD. Microvascular dysfunction common. Outcomes worse than expected. Highlighted unique pathophysiology in women.
PEACH,Women's CV Health,Hormone therapy (various regimens),Placebo,502,251,28,18,0.0557768924302788,0.0717131474103585,0.7777777777777777,-0.2513144282809062,0.2920509298946185,2013,59.0,0.0,12.0,"Postmenopausal Evaluation and Risk Reduction with Lasofoxifene. SERM vs placebo. No CV benefit, increased VTE. Another nail in coffin of hormones for CV prevention in postmenopausal women."
KEEPS,Women's CV Health,Early HRT (within 3 years of menopause),Placebo,373,375,15,18,0.0402144772117962,0.048,0.8378016085790885,-0.1769739504673593,0.3418692592323891,2012,53.0,0.0,48.0,"Kronos Early Estrogen Prevention Study. Tested 'timing hypothesis' - early HRT might be safe. No atherosclerosis progression difference. No CV events difference. Early HRT neutral, not harmful but not beneficial."
HYVET,Elderly & Frail,Indapamide ± perindopril,Placebo,1933,1912,196,235,0.1013967925504397,0.1229079497907949,0.8249815632188969,-0.1923942405106259,0.0911976800073582,2008,84.0,39.0,24.0,"Hypertension in the Very Elderly Trial. Age ≥80 years with HTN. Stroke reduced 30%, death reduced 21%, HF reduced 64%. STOPPED EARLY. Proved treatment beneficial even in very elderly. Landmark trial."
PROSPER,Elderly & Frail,Pravastatin 40mg,Placebo,2891,2913,408,473,0.1411276374956762,0.1623755578441469,0.869143357346522,-0.1402471991446826,0.0622571724295646,2002,75.0,48.0,40.0,"Prospective Study of Pravastatin in the Elderly at Risk. Age 70-82 years. CHD death/MI/stroke reduced 15% (HR 0.85, p=0.014). Proved statin benefit in elderly. But cancer incidence increased (controversial)."
SENIOR-RITA,Elderly & Frail,Early invasive strategy,Conservative strategy,1518,1527,232,285,0.152832674571805,0.1866404715127701,0.8188613827057762,-0.1998404613392834,0.0806565334097046,2023,77.0,71.0,54.0,"NSTEMI in patients ≥75 years. Early invasive reduced CV death/MI 22% (HR 0.78, p=0.008). Disproved ageism - elderly benefit from invasive strategies. Bleeding risk manageable."
ELDERCARE-AF,Elderly & Frail,Edoxaban 15mg daily (low dose),Placebo,492,492,21,44,0.0426829268292682,0.089430894308943,0.4772727272727273,-0.7396671961948381,0.2574515094069441,2020,87.0,30.0,36.0,"AF in very elderly Japanese ≥80yo deemed unsuitable for standard anticoagulation. Low-dose edoxaban reduced stroke/systemic embolism 58% (HR 0.42, p<0.001). Major bleeding similar. Low-dose DOAC option for frail elderly."
FRAIL-HF,Elderly & Frail,"Multidomain intervention (exercise, nutrition, meds optimization)",Usual care,186,184,52,68,0.2795698924731182,0.3695652173913043,0.756483238456673,-0.279074902698895,0.1520707890720412,2019,82.0,45.0,12.0,"Frailty intervention in HF patients ≥75yo. Death/HF hosp reduced 23% (HR 0.77, p=0.03). Physical function improved. Showed multidomain intervention addresses frailty in HF."
EINSTEIN-PE,Additional Anticoagulation,Rivaroxaban,Enoxaparin → warfarin,2419,2413,50,44,0.0206696982224059,0.018234562784915,1.13354504115149,0.1253499265248893,0.2046935682461695,2012,58.0,54.0,12.0,"Rivaroxaban for acute PE. Non-inferior to standard therapy (HR 1.12, 95% CI 0.75-1.68). Major bleeding similar. Single-drug approach easier than LMWH bridge to warfarin. Changed PE treatment."
HOKUSAI-VTE,Additional Anticoagulation,Edoxaban,Warfarin,4118,4122,130,146,0.031568722680913,0.0354196991751576,0.8912758554159153,-0.1151012973900846,0.1185587860649906,2013,56.0,56.0,12.0,Edoxaban vs warfarin for VTE. Non-inferior for recurrent VTE/VTE death (HR 0.89). Major/CRNM bleeding reduced 19%. Required LMWH lead-in (unlike rivaroxaban). Daiichi Sankyo.
WARFASA,Additional Anticoagulation,Aspirin 100mg + warfarin,Warfarin alone,205,210,34,46,0.1658536585365853,0.219047619047619,0.7571580063626724,-0.278183320293873,0.2037423412015097,2012,66.0,60.0,40.0,"Warfarin and Aspirin for stroke prevention in AF. Added aspirin to warfarin: NO benefit for stroke, MORE bleeding. Disproved combination approach. Warfarin (or DOAC) alone sufficient for AF."
RELY-ABLE,Additional Anticoagulation,Dabigatran long-term continuation,Warfarin,2866,1430,73,52,0.0254710397766922,0.0363636363636363,0.7004535938590369,-0.3560271625672004,0.1785530182196578,2013,73.0,65.0,28.0,Long-term extension of RE-LY trial in AF. Dabigatran 150mg: stroke/systemic embolism 0.8%/yr vs warfarin 1.6%/yr. Benefit sustained long-term (up to 4.5 years). Confirmed durability of DOAC benefit.
AVERROES,Additional Anticoagulation,Apixaban 5mg bid,Aspirin,2808,2791,51,113,0.0181623931623931,0.0404872805446076,0.4485950381968082,-0.8016347175973942,0.1665622429758904,2011,70.0,59.0,14.0,"Apixaban Versus Acetylsalicylic acid to prevent Stroke in AF patients unsuitable for warfarin. STOPPED EARLY. Apixaban reduced stroke 55% vs aspirin (HR 0.45, p<0.001). Bleeding similar. Aspirin NOT alternative to anticoagulation in AF."
COMMANDER HF,Additional Anticoagulation,Rivaroxaban 2.5mg bid,Placebo,2507,2515,626,658,0.2497008376545672,0.2616302186878728,0.9544036576006634,-0.0466685758496725,0.0481736804386339,2018,66.0,78.0,21.0,"HFrEF in sinus rhythm (no AF). Rivaroxaban: NO benefit for death/MI/stroke (HR 0.94, p=0.36). Fatal bleeding increased. DOACs NOT indicated in HF without AF. Negative trial."
NAVIGATE-ESUS,Additional Anticoagulation,Rivaroxaban 15mg daily,Aspirin,3609,3604,172,160,0.0476586311997783,0.0443951165371809,1.073510667775007,0.0709342756650661,0.10728186680376,2018,67.0,60.0,11.0,Embolic Stroke of Undetermined Source. STOPPED EARLY. Rivaroxaban: NO reduction in stroke (HR 1.07). Major bleeding doubled (62 vs 23). DOACs don't help cryptogenic stroke. Aspirin remains standard.
SHIFT,Additional HF Therapies,Ivabradine 7.5mg bid,Placebo,3241,3264,793,937,0.2446775686516507,0.2870710784313725,0.8523239958153553,-0.1597885476611239,0.0413926396016575,2010,60.0,76.0,23.0,"Systolic Heart failure treatment with If inhibitor ivabradine Trial. HFrEF with HR≥70 on beta-blocker. CV death/HF hosp reduced 18% (HR 0.82, p<0.001). Pure HR reduction beneficial. FDA/EMA approved."
VICTORIA,Additional HF Therapies,Vericiguat 10mg daily (sGC stimulator),Placebo,2526,2524,691,808,0.2735550277117973,0.3201267828843106,0.8545209033967529,-0.1572143140027582,0.0435054299267832,2020,67.0,76.0,11.0,"Vericiguat Global Study in Subjects with HFrEF. Recent worsening HF. CV death/HF hosp reduced 10% (HR 0.90, p=0.02). Modest but significant. Soluble guanylate cyclase stimulator. Bayer/Merck. FDA approved 2021."
GALACTIC-HF,Additional HF Therapies,Omecamtiv mecarbil (cardiac myosin activator),Placebo,4120,4112,1523,1607,0.3696601941747572,0.3908073929961089,0.9458884371167404,-0.0556306480509218,0.0281596741071793,2021,65.0,77.0,22.0,"Global Approach to Lowering Adverse Cardiac outcomes Through Improving Contractility in HF. CV death/HF event reduced 8% (HR 0.92, p=0.03). Small effect. First-in-class cardiac myosin activator. Amgen/Cytokinetics."
DIG,Additional HF Therapies,Digoxin,Placebo,3397,3403,1181,1194,0.3476596997350603,0.3508668821627975,0.9908592614727054,-0.0091827714148633,0.0331062718641225,1997,64.0,78.0,37.0,Digitalis Investigation Group. HF in sinus rhythm. All-cause death: NO benefit (HR 0.99). HF hosp reduced 28%. Symptomatic benefit but no mortality benefit. Still used for symptoms/rate control.
FAIR-HF,Additional HF Therapies,IV ferric carboxymaltose,Placebo,304,155,28,22,0.0921052631578947,0.1419354838709677,0.6489234449760765,-0.4324405276700871,0.2672596950185247,2009,68.0,47.0,6.0,"Ferinject Assessment in patients with IRon deficiency and chronic HF. Iron deficiency common in HF (50%). IV iron improved symptoms, functional class, QOL. No mortality data. Established IV iron for HF with iron deficiency."
IRONMAN,Additional HF Therapies,IV ferric derisomaltose,Usual care,568,569,178,208,0.3133802816901408,0.3655536028119508,0.8572758667388949,-0.1539955140040532,0.0831121965250123,2022,73.0,68.0,33.0,"Intravenous IRON treatMent in pAtieNts with Heart Failure. HF + iron deficiency. HF hosp/CV death reduced 18% (HR 0.82, p=0.047). First trial showing hard outcome benefit of IV iron in HF. UK trial."
RECOVERY,COVID-19 & CV,Dexamethasone 6mg daily x 10d,Usual care,2104,4321,482,1110,0.2290874524714828,0.2568849803286276,0.8917899839002501,-0.1145246181814467,0.047632726315767,2020,66.0,64.0,1.0,"Randomised Evaluation of COVid-19 thERapY. Hospitalized COVID. Dexamethasone reduced death 17% (22.9% vs 25.7%, p<0.001). Greater benefit in ventilated (29% vs 41%). Became standard of care. Oxford trial."
REMAP-CAP Anticoagulation,COVID-19 & CV,Therapeutic anticoagulation,Prophylactic anticoagulation,534,564,212,248,0.3970037453183521,0.4397163120567376,0.9028633562885104,-0.1021840589551056,0.0714389975795543,2021,60.0,67.0,1.0,"COVID ICU patients. STOPPED for futility in ICU (no benefit, more bleeding). But moderately ill patients: therapeutic anticoag BENEFICIAL (organ support-free days increased). Severity-dependent response."
COLCORONA,COVID-19 & CV,Colchicine 0.5mg bid x 3d then daily,Placebo,2235,2253,96,139,0.0429530201342281,0.0616955170883266,0.6962097436145043,-0.3621043082782804,0.1293044134474733,2021,54.0,46.0,1.0,"Colchicine for COVID outpatients. Hosp/death reduced 25% (HR 0.75, p=0.007). Anti-inflammatory benefit. Montreal Heart Institute. But subsequent trials mixed - benefit unclear."
INSPIRATION,COVID-19 & CV,Intermediate-dose anticoagulation,Standard prophylactic dose,300,300,104,112,0.3466666666666667,0.3733333333333333,0.9285714285714286,-0.0741079721537218,0.1089829774657004,2021,59.0,65.0,1.0,Intermediate vs standard prophylactic anticoagulation in COVID ICU. NO benefit for intermediate dose (VTE/arterial thrombosis/mortality 35% vs 37%). Major bleeding doubled. Standard prophylaxis sufficient.
SYNTAX,CABG Techniques,CABG,PCI with DES,897,903,173,269,0.1928651059085841,0.2978959025470653,0.6474245005035372,-0.4347530937458709,0.0852969637555391,2009,65.0,78.0,60.0,"Synergy between PCI with Taxus and Cardiac Surgery. 3-vessel or left main CAD. CABG reduced MACE 25% vs PCI (20% vs 28%, p<0.001). Introduced SYNTAX score. CABG superior in complex disease. Landmark trial."
CORONARY,CABG Techniques,Off-pump CABG,On-pump CABG,2375,2377,310,300,0.1305263157894736,0.1262095077829196,1.03420350877193,0.0336315737144432,0.0756134167597979,2012,68.0,79.0,60.0,"CABG Off or On Pump Revascularization Study. Off-pump NO better than on-pump (9.8% vs 10.7% at 5yr, p=0.58). Stroke similar. Graft patency lower with off-pump. On-pump remains gold standard."
GOPCABE,CABG Techniques,Off-pump CABG,On-pump CABG,1271,1268,406,389,0.3194335169158143,0.306782334384858,1.0412383019260991,0.0404106797910037,0.0588075053042015,2013,75.0,70.0,60.0,"German Off-Pump Coronary Artery Bypass Grafting in Elderly patients. Age ≥75 years. Off-pump NO better (32% vs 31%, p=0.85). Stroke similar. No benefit in elderly. Confirmed CORONARY findings."
ART,CABG Techniques,Bilateral IMA grafts,Single IMA + vein grafts,1554,1548,151,147,0.0971685971685971,0.0949612403100775,1.0232448191631864,0.0229787732582676,0.1101623446064251,2016,64.0,87.0,60.0,"Arterial Revascularization Trial. Bilateral vs single IMA. 5-yr mortality NO difference (9.7% vs 9.5%, p=0.84). Bilateral: more sternal wound complications. BUT 10-yr data showed BIMA benefit (survival improved)."
PREVENT-IV,CABG Techniques,Edifoligide (vein graft therapy),Placebo,1404,1423,220,224,0.1566951566951566,0.1574139142656359,0.995433964183964,-0.0045764919985824,0.0871478563064156,2005,66.0,81.0,15.0,Project of Ex-vivo Vein graft Engineering via Transfection. Treating vein grafts ex vivo with E2F decoy to prevent graft failure. NO benefit for graft occlusion or clinical events. Negative trial.
